100765;55;50;高栏;工H3**25;9.6
100770;33;60;高栏;时D6**23;13
100771;55;53;高栏;周M9**96;9.6
100809;40;35;高栏;月BG**83;6.8
100831;21;60;;周LB**61;
100861;70;60;高栏;西DS**72;13
100868;72;60;高栏;西AK**19;13
100871;72;60;高栏;西DN**74;13
100892;120;100;敞车;中E2**95;17.5
100897;55;60;高栏;右AD**19;9.6
100914;75;60;高栏;工DG**32;13
100932;120;100;敞车;周K6**18;17.5
100938;55;60;高栏;工RH**75;9.6
100965;40;35;高栏;周A0**97;6.8
100981;78;32;敞车;成B8**22;13
100982;78;32;高栏;时N4**98;13
100989;150;60;敞车;西E9**91;13
100994;120;100;敞车;周A5**21;17.5
100995;55;40;厢车;工H7**56;9.6
101004;180;120;敞车;西EF**20;17.5
101005;75;32;敞车;时EA**99;13
101006;75;32;敞车;时EP**65;13
101007;60;56.11;高栏;月K3**75;9.6
101029;150;85;敞车;西EP**31;17.5
101057;120;30;敞车;周A5**09;17.5
101065;150;155.07;敞车;右DA**83;17.5
101066;150;153.25;敞车;右F3**86;17.5
101070;150;100;敞车;西EK**72;13
101088;80;33;高栏;时N4**83;13
101095;80;60;高栏;西ED**27;6.8
101099;50;50;高栏;西T8**32;9.6
101100;55;17;敞车;和EC**51;9.6
101103;80;16;高栏;西EP**29;8.6
101106;180;35;敞车;周S7**63;17.5
101119;60;54;高栏;成F3**77;9.6
101121;230;201.51;敞车;华R4**28;17.5
101126;60;54;高栏;月BW**07;9.6
101128;55;18;厢车;时AW**32;9.6
101129;150;152.027;敞车;时P7**82;17.5
101132;300;198.5;敞车;周A7**66;21.5
101136;150;490000;敞车;下FJ**97;17.5
101139;80;31;高栏;周K9**32;13
101140;75;32;高栏;周F8**31;13
101145;80;40;高栏;西BN**57;13
101146;70;70;高栏;西AY**13;13
101148;80;40;高栏;西B5**9E;13
101152;55;40;高栏;工H3**01;9.6
101159;55;40;高栏;工J6**95;9.6
101164;55;50;高栏;成A7**31;9.6
101166;60;54;高栏;月A7**01;9.6
101169;70;70;高栏;西JN**77;13
101179;60;40;高栏;周L6**03;9.6
101193;50;38.5;厢车;南AG**36;9.6
101212;60;60.2;高栏;周KF**66;13
101220;150;138.517;厢车;和DS**78;17.5
101223;135;135.596;厢车;和DS**59;17.5
101226;118.53;136.09;厢车;和ER**66;17.5
101232;130;85;敞车;西ED**73;17.5
101233;140;136.832;厢车;和DS**66;17.5
101234;130;85;敞车;西EF**68;17.5
101235;55;40;高栏;工JA**31;9.6
101236;12;2;;周K6**16;
101252;220;190.9;敞车;华AX**10;17.5
101254;120;112.834;敞车;右AS**72;17.5
101258;120;100;敞车;西JK**81;17.5
101259;40;35;高栏;时ND**81;6.8
101263;40;54;厢车;和DP**70;6.8
101265;100;100;敞车;周S1**49;13
101269;30;10;敞车;月ED**83;6.8
101272;140;135.907;厢车;和DS**68;17.5
101278;150;28;敞车;西CD**35;17.5
101298;60;54;高栏;周S2**10;9.6
101320;55;40;高栏;工NA**51;9.6
101331;75;60;高栏;西EE**58;13
101382;72;60;高栏;西EH**55;13
101416;40;35;高栏;和EA**61;6.8
101422;70;60;高栏;中E6**80;13
101431;100;45;高栏;民M4**90;13
101507;150;32;敞车;西EM**18;13
101509;76;32;敞车;时EE**28;13
101520;60;45;厢车;西EF**61;9.6
101527;160;30;敞车;北D5**31;17.5
101528;60;32;高栏;西JV**02;13
101535;55;40;高栏;时NC**09;9.6
101548;40;35;高栏;月C2**98;6.8
101552;130;30;敞车;西C9**75;17.5
101553;180;120;敞车;西EF**76;17.5
101562;55;40;高栏;工DG**52;9.6
101567;55;40;高栏;工H7**07;9.6
101573;70;60;高栏;西A4**9Z;13
101587;58;55.49;厢车;月MJ**71;9.6
101588;40;35;高栏;月CG**38;6.8
101591;55;40;高栏;工HQ**82;9.6
101601;60;60;高栏;西DW**95;9.6
101605;60;30;敞车;月CA**37;9.6
101609;135;50;敞车;民AA**25;17.5
101628;70;60;高栏;工H9**01;13
101629;70;60;高栏;西DJ**45;13
101635;170;95;敞车;月CC**07;17.5
101638;75;43.47;高栏;民M4**94;13
101650;130;91.35;敞车;东A5**22;17.5
101655;24;1;;周A7**11;
101657;130;95;高栏;工GF**85;17.5
101669;140;79;敞车;民M1**65;17.5
101673;150;31;敞车;西CD**21;17.5
101677;60;54;高栏;成FH**99;9.6
101682;130;56.8;高栏;民M9**52;17.5
101686;75;60;厢车;时EC**55;13
101687;75;32;敞车;时F5**17;13
101688;130;100;敞车;周CA**81;17.5
101694;135;116;敞车;北B6**13;17.5
101697;65;60;高栏;下FM**99;13
101701;120;120;敞车;时HE**59;13
101708;120;100;高栏;北BE**06;13
101709;180;120;敞车;西EC**18;17.5
101710;120;120;敞车;时U5**09;13
101711;120;120;敞车;工N3**33;13
101714;70;60;高栏;工PG**38;13
101718;155;107.006;敞车;右AQ**32;17.5
101720;100;100;高栏;北B5**44;13
101722;200;156.9;敞车;华Q5**88;17.5
101726;50;50.575;高栏;周S2**62;9.6
101731;60;58.274;高栏;周C5**79;9.6
101732;180;40;敞车;西EP**91;17.5
101738;120;120;敞车;时HE**66;13
101747;12;1;;和ES**66;
101751;60;54;高栏;周N9**15;9.6
101753;55;40;高栏;工DZ**81;9.6
101755;120;110.02;敞车;中AB**98;17.5
101759;60;54;高栏;月BM**63;9.6
101760;70;60;高栏;时P8**46;13
101764;78;70;高栏;民M5**17;13
101770;175;124.8;敞车;月CA**79;17.5
101771;45;45;厢车;周KM**07;9.6
101775;150;123.597;敞车;周S9**13;17.5
101787;60;40;高栏;工HD**11;9.6
101788;150;55;敞车;周L2**39;17.5
101790;68;37.2;高栏;民M5**59;13
101791;68;60;高栏;民M8**23;13
101797;72;60;高栏;西DP**49;13
101800;55;54.587;高栏;上AG**99;9.6
101801;60;35;高栏;工Q5**5H;6.8
101802;55;40;高栏;工HB**38;9.6
101805;40;35;高栏;月D7**39;6.8
101811;72;60;高栏;西DW**69;13
101815;60;40;高栏;周L9**91;9.6
101824;45;35;高栏;周AB**09;7.2
101833;55;22.3;厢车;和DK**85;9.6
101851;180;35;敞车;西EF**75;17.5
101859;200;153.05;敞车;时N4**77;17.5
101874;50;60;高栏;中E5**53;13
101882;180;35;敞车;西AU**41;17.5
101886;55;40;高栏;时J9**85;9.6
101888;60;56;高栏;和BQ**27;9.6
101894;72;60;高栏;时N7**86;13
101900;60;54;厢车;月BW**95;9.6
101904;70;40;高栏;中CA**39;13
101906;55;40;高栏;工C5**55;9.6
101910;50;32;敞车;西JV**83;13
101913;72;60;高栏;农MK**56;13
101940;170;170;敞车;周KG**61;17.5
101943;120;170;敞车;下L6**39;17.5
101944;20;20;高栏;周BH**36;4.2
101945;55;40;高栏;时J8**06;9.6
101946;70;85;敞车;西EK**63;13
101947;150;95;敞车;下DB**56;17.5
101948;80;85;高栏;右E9**03;13
101950;100;32;高栏;上CE**53;13
101952;80;15;高栏;西EM**50;8.6
101953;40;35;高栏;周C8**36;6.8
101956;72;60;高栏;西EC**80;13
101964;72;60;高栏;工PC**69;13
101967;60;55;高栏;民M8**52;13
101979;35;15;高栏;西A9**3Y;6.8
101982;160;35;敞车;和B6**28;17.5
101987;120;30;高栏;北J0**56;13
101988;72;60;高栏;西DQ**27;13
101989;55;40;高栏;西EF**82;9.6
101990;72;60;高栏;西T7**26;13
101991;72;60;高栏;西EB**69;13
101994;150;60;敞车;时P1**79;17.5
101995;200;283.48;敞车;周A7**99;21.5
101997;180;120;敞车;西EE**91;17.5
102002;50;60;高栏;右C6**45;9.6
102011;120;30;敞车;周S2**61;17.5
102013;120;30;敞车;周S2**91;17.5
102020;35;200;敞车;月CC**98;17.5
102021;55;30;高栏;周L3**35;9.6
102027;55;40;高栏;工Q8**1J;9.6
102028;55;40;高栏;工R1**88;9.6
102031;180;120;敞车;西ED**19;17.5
102036;72;60;高栏;西DQ**80;13
102041;70;60;高栏;西EP**21;13
102043;70;60;高栏;西DQ**05;13
102047;75;50;高栏;西AQ**35;13
102053;200;167;敞车;工RG**78;17.5
102057;70;60;高栏;工UC**53;13
102058;70;60;高栏;西DS**33;13
102060;86;40;敞车;民M8**13;13
102062;21;60;;西B0**9F;
102073;180;133.414;厢车;北A7**97;17.5
102075;50;56;高栏;月CA**25;9.6
102076;40;35;高栏;月EL**98;6.8
102088;60;54;高栏;周M4**01;9.6
102095;70;60;高栏;西DJ**41;13
102096;70;55.812;高栏;周NB**87;9.6
102098;70;60;高栏;西EL**28;13
102100;100;30;敞车;工QM**37;17.5
102112;38;10;高栏;月G1**60;6.8
102113;200;172.72;敞车;华AR**18;17.5
102118;70;60;高栏;西DN**80;13
102119;50;50;高栏;右EB**73;13
102123;150;30;敞车;右AR**25;17.5
102130;60;54;高栏;月BA**27;9.6
102134;33;60;高栏;中E6**83;13
102138;60;53.5;高栏;周S9**76;9.6
102142;55;53.58;高栏;月CD**30;9.6
102144;180;120;敞车;西EB**05;17.5
102148;65;30;高栏;时RK**08;9.6
102152;55;40;高栏;工J2**31;9.6
102153;58;56;高栏;月KU**58;9.6
102161;60;54;高栏;周L3**87;9.6
102165;76;80;高栏;右KB**95;13
102166;55;40;高栏;工RL**89;9.6
102169;135;50;敞车;民AB**05;17.5
102171;40;35;高栏;周M9**56;6.8
102175;55;40;高栏;工J8**63;9.6
102180;55;40;高栏;工M3**03;9.6
102183;175;50;敞车;工UD**82;17.5
102185;70;60;高栏;工RJ**91;13
102187;150;55;敞车;周KJ**95;17.5
102188;70;40;高栏;西DA**61;13
102192;60;50.623;高栏;周S2**40;9.6
102195;120;30;敞车;周A7**72;17.5
102197;50;10;高栏;西BR**25;6.8
102214;80;60;高栏;西B9**5B;13
102215;100;120;敞车;周NA**25;17.5
102216;80;60;高栏;西B1**9A;13
102217;70;60;高栏;工RD**57;13
102218;80;60;高栏;西B2**7F;13
102219;60;60;高栏;民M5**27;13
102220;18;80;敞车;周PA**48;13
102223;200;100;敞车;周B0**67;13
102225;35;50;高栏;日G9**89;6.8
102226;40;10;高栏;成A9**51;6.8
102230;70;60;高栏;工C5**99;13
102236;70;60;高栏;工RC**09;13
102244;54;18;高栏;周S2**02;9.6
102246;55;40;高栏;工JA**91;9.6
102247;65;56.33;高栏;工Q2**AT;9.6
102251;120;100;敞车;人B5**99;17.5
102253;70;60;高栏;工UE**31;13
102255;40;40;高栏;周KM**66;9.6
102256;30;20;高栏;周L3**89;6.8
102262;150;152.49;敞车;周S6**92;17.5
102264;80;60;高栏;周AB**55;13
102271;80;60.48;高栏;西B3**3G;13
102273;80;40;高栏;西B0**3F;13
102274;70;35;高栏;西G7**79;13
102277;90;40;高栏;西BX**75;13
102279;120;100;敞车;西R7**28;17.5
102290;55;35.34;高栏;周M5**82;9.6
102294;150;133.3;厢车;北A7**90;17.5
102297;50;45;高栏;右KA**46;9.6
102300;55;40;高栏;工HH**88;9.6
102308;70;60;高栏;工UC**79;13
102310;55;40;高栏;工DZ**25;9.6
102311;50;45;高栏;右KB**58;9.6
102312;86;60;高栏;工PM**86;13
102313;150;100;敞车;时PZ**17;17.5
102314;140;100;敞车;月JS**38;13
102316;140;100;敞车;年SF**29;17.5
102317;60;50;高栏;民M9**02;13
102322;70;50;高栏;上P9**39;9.6
102327;135;100;敞车;工H7**85;17.5
102332;100;100;敞车;西JY**03;17.5
102335;90;40;高栏;民M5**90;13
102343;33;50;高栏;中D0**51;13
102352;70;60;高栏;西B8**2D;13
102355;150;150.26;敞车;月JQ**26;17.5
102358;70;60;高栏;工RA**75;13
102365;60;38;高栏;民M9**79;13
102366;40;35;高栏;月NC**77;6.8
102371;60;80;高栏;民M6**94;13
102375;60;38;高栏;民MJ**18;13
102377;60;56.114;高栏;工RG**95;9.6
102384;180;35;敞车;周NA**77;17.5
102385;60;57;高栏;月CB**91;9.6
102388;40;35;高栏;周B2**51;6.8
102394;55;40;高栏;工JD**97;9.6
102396;55;70;高栏;日E7**67;9.6
102401;60;100;高栏;西JL**76;13
102404;80;30;敞车;月AE**12;13
102406;41;35;高栏;月AE**96;6.8
102408;40;35;高栏;月AB**86;6.8
102409;40;35;高栏;月GE**21;6.8
102417;170;35;敞车;时EZ**89;13
102419;55;40;高栏;工RD**48;9.6
102420;200;46;敞车;周B4**27;17.5
102425;40;10;高栏;周C2**27;6.8
102430;200;181.01;敞车;时P3**15;17.5
102432;180;35;敞车;西A2**2W;17.5
102436;70;60;高栏;西BY**67;13
102439;180;174.5;敞车;周S2**52;17.5
102440;60;56;高栏;周K6**26;9.6
102442;70;60;高栏;西B7**7D;13
102443;40;35;高栏;月L2**93;6.8
102444;170;60;敞车;周C9**16;17.5
102445;60;54;厢车;周E6**75;9.6
102448;60;54;高栏;时HJ**68;9.6
102455;200;196.06;敞车;年C2**86;21.5
102458;160;154.69;敞车;右D9**16;17.5
102463;70;60;高栏;工H9**33;13
102464;50;30;敞车;工Q0**AT;6.8
102470;55;30;高栏;周S2**36;9.6
102471;130;30;敞车;时PZ**66;17.5
102473;130;30;;周S3**19;17.5
102475;40;32;高栏;周B5**02;6.8
102479;100;100;敞车;秒CN**63;13
102480;50;100;敞车;年BE**88;13
102485;100;138.5;敞车;周L8**29;17.5
102488;86;75;高栏;工PL**11;13
102490;65;51.615;高栏;月AN**23;9.6
102505;100;70;高栏;上F8**91;13
102506;200;190.2;敞车;华AX**19;17.5
102509;78;70;高栏;上H2**76;13
102510;130;120;厢车;和EF**65;17.5
102512;80;70;高栏;上HQ**39;13
102513;48;70;高栏;上AS**62;7.2
102517;4;54;;时J7**19;
102520;100;60;敞车;下F1**30;17.5
102524;55;40;高栏;工JB**03;9.6
102530;70;60;高栏;工RH**51;13
102531;150;60;敞车;时N7**73;17.5
102532;40;50;高栏;右AS**73;9.6
102533;200;229.01;敞车;工N8**59;21.5
102536;160;152.45;敞车;时P8**58;17.5
102542;40;100;敞车;秒L0**82;13
102544;15;2;厢车;南QT**X3;4.2
102550;35;10;高栏;周S7**26;6.8
102559;120;100;敞车;周CA**70;17.5
102577;50;33;高栏;中E3**92;13
102583;60;58;高栏;周NB**27;9.6
102585;60;55.67;高栏;时K9**70;9.6
102595;55;40;高栏;工CH**38;9.6
102596;70;70;敞车;上BE**70;9.6
102602;40;35;高栏;月AJ**77;6.8
102603;60;54;高栏;月D5**65;9.6
102607;70;60;高栏;西BX**35;13
102614;140;30;敞车;月JN**95;17.5
102617;50;60;高栏;日L5**95;13
102619;86;40;高栏;民M8**53;13
102623;150;115;高栏;和EF**72;17.5
102639;180;120;敞车;周M1**59;17.5
102645;120;32;敞车;成B0**61;17.5
102646;140;100;敞车;农MR**96;17.5
102647;140;30;敞车;周LA**26;17.5
102650;60;50.2;高栏;月CG**20;9.6
102651;70;60;高栏;工RE**36;13
102652;55;40;高栏;工Q0**BP;9.6
102655;50;100;高栏;秒C3**71;13
102657;80;32;高栏;周L8**42;13
102658;80;100;敞车;年BE**32;13
102661;190;145.34;敞车;中AB**21;17.5
102662;120;100;敞车;月K3**58;17.5
102667;12;60;;秒L0**19;
102671;20;1;;工BV**58;
102672;50;44;敞车;和DG**85;6.8
102673;60;58.675;高栏;周L3**51;9.6
102676;55;40;高栏;工H3**99;9.6
102679;55;40;高栏;西EB**25;9.6
102693;70;55;高栏;十L3**89;13
102695;190;145.086;敞车;时LJ**18;17.5
102726;60;55;高栏;月CC**91;9.6
102729;70;60;高栏;民D6**31;13
102730;32.62;100;敞车;秒E5**55;13
102736;70;60;高栏;西E8**16;13
102738;50;100;敞车;秒L5**16;13
102741;85;49;高栏;时NB**46;13
102747;70;60;高栏;西DP**42;13
102751;30;30;敞车;秒DE**67;13
102752;30;30;敞车;秒D8**26;13
102756;50;30;敞车;秒D9**98;13
102772;140;100;敞车;周C8**30;17.5
102775;70;65;高栏;中D5**09;13
102785;56;56;高栏;时P6**91;9.6
102790;55;70;高栏;农L8**60;9.6
102801;70;51.2;敞车;周L2**16;9.6
102807;70;60;高栏;西DE**13;13
102809;70;60;高栏;工HR**87;13
102810;70;60;高栏;工H7**66;13
102815;70;40;高栏;西EC**89;13
102816;75;60;敞车;成HN**77;13
102817;70;60;高栏;西A4**1W;13
102821;55;40;高栏;工AJ**75;9.6
102824;75;32;敞车;工H7**62;13
102825;55;40;高栏;工HG**06;9.6
102830;75;60;敞车;时EC**30;13
102833;42;10.5;高栏;时NA**21;6.8
102838;136;70.4;厢车;华AX**06;17.5
102847;70;50;敞车;西A6**1Z;13
102853;60;31;高栏;民KS**17;13
102858;60;54;高栏;工DZ**95;9.6
102863;75;32;敞车;时N5**10;13
102866;75;32;敞车;成HN**86;13
102884;44.74;30;敞车;时PF**56;13
102885;30.5;30;敞车;秒L5**33;13
102886;32.445;100;敞车;西EH**13;21.5
102887;60;100;敞车;西EH**08;13
102888;32.605;100;高栏;西EG**67;21.5
102889;33.602;100;敞车;西EM**78;13
102891;40.755;30;敞车;秒DE**20;13
102892;60;100;敞车;西EK**62;13
102893;32.865;100;敞车;西EH**17;13
102894;33.965;100;厢车;西EM**07;13
102895;40.175;30;敞车;月CW**71;13
102896;40.71;100;敞车;时P1**07;13
102913;60;100;敞车;西EM**07;13
102916;60;54;高栏;月AN**76;9.6
102919;180;120;敞车;西C9**71;17.5
102920;150;50;敞车;周M6**29;13
102921;120;49;敞车;周C1**32;13
102925;70;60;高栏;西DX**65;13
102926;40;11;高栏;时J4**78;6.8
102928;60;100;敞车;西EH**10;13
102929;58;30;高栏;月NC**79;9.6
102942;35;10;高栏;周M5**37;6.8
102944;190;143.483;敞车;工GA**82;17.5
102949;75;50;高栏;右C6**18;13
102951;70;100;敞车;西B7**1F;13
102952;70;60;高栏;工RD**99;13
102957;55;40;高栏;工RF**27;9.6
102961;75;60;高栏;时RD**58;13
102963;70;88;高栏;中D5**32;13
102975;140;70.4;厢车;农AR**68;17.5
102986;200;50;敞车;秒L3**39;17.5
102987;60;61.207;高栏;成GJ**68;9.6
102996;70;60;高栏;工HJ**07;13
102997;70;60;高栏;工HW**17;13
102998;60;56.114;高栏;工Q5**1H;9.6
103007;70;60;高栏;工H9**76;13
103009;55;40;高栏;工HB**39;9.6
103010;70;60;高栏;工RE**09;13
103012;60;60;高栏;工RJ**77;9.6
103015;60;56;厢车;和B6**95;9.6
103017;40;35;高栏;月DE**20;6.8
103029;70;60;高栏;工PM**63;13
103032;40;10;敞车;成FL**17;6.8
103036;38;10;敞车;成A0**37;6.8
103037;70;60;高栏;西EP**15;13
103038;200;140.338;敞车;月F6**93;17.5
103039;55;40;高栏;上ML**79;9.6
103040;200;49;敞车;周S5**89;17.5
103041;30.076;30;敞车;秒DD**18;13
103046;70;40;高栏;工Q5**7J;9.6
103048;100;30;高栏;周C8**72;13
103051;50;22;高栏;中D3**55;9.6
103056;50;60;高栏;西A9**7Z;13
103066;160;155.2;敞车;周KF**39;17.5
103069;35;40;高栏;周A5**93;6.8
103070;140;72.96;厢车;农AK**16;17.5
103071;40;35;高栏;成F5**81;6.8
103087;200;159.077;敞车;周NA**00;17.5
103089;190;146.45;敞车;时P7**36;17.5
103090;40;37.5;高栏;成A6**36;6.8
103092;140;100;敞车;月C1**96;13
103095;70;60;高栏;西EM**27;13
103099;70;60;高栏;西EK**63;13
103104;65;50;高栏;西ER**55;6.8
103106;70;55;高栏;工HQ**28;9.6
103112;60;56;高栏;月C1**35;9.6
103117;120;100;敞车;中CD**12;17.5
103119;30.079;30;敞车;秒DD**27;13
103126;120;100;敞车;中CC**60;17.5
103132;120;100;敞车;中C5**86;17.5
103137;40;40;高栏;周L6**62;9.6
103139;33;60;高栏;中D5**26;13
103141;60;35;高栏;周AA**97;9.6
103143;120;100;敞车;中CD**19;17.5
103153;86;60;高栏;工PM**59;13
103159;150;100;敞车;周C3**60;17.5
103161;58;30;敞车;周A3**81;9.6
103164;12;50;;左G3**99;
103170;30;30;敞车;秒BA**62;13
103171;30.073;30;敞车;工QS**73;13
103173;150;100;敞车;周C9**29;17.5
103176;100;100;高栏;周K5**99;13
103177;100;100;敞车;成B1**30;13
103178;70;60;高栏;北BB**87;13
103181;80;60;高栏;西EK**01;8.6
103184;140;70;厢车;华AQ**90;17.5
103189;120;120;敞车;周C3**60;17.5
103204;38;10;敞车;月AM**77;6.8
103206;40;35;高栏;周AB**23;6.8
103207;40;35;高栏;成F2**82;6.8
103210;40;35;高栏;周N3**98;6.8
103211;150;144.461;敞车;西JF**86;17.5
103212;200;154.75;敞车;周M9**96;17.5
103214;60;40;高栏;周C2**41;9.6
103215;40;35;高栏;周M5**63;6.8
103220;10;10;;北A8**90;
103227;70;32;高栏;民J5**16;13
103230;70;35;高栏;西G7**25;13
103231;32.505;100;敞车;年F1**55;13
103232;150;100;敞车;周K3**79;17.5
103233;50;30;高栏;周C2**62;13
103234;50;30;高栏;周M5**78;13
103235;50;31;高栏;秒DF**95;9.6
103236;50;30;高栏;周F8**92;13
103238;50;30;高栏;秒DD**76;13
103243;160;155.5;敞车;右DA**67;17.5
103247;140;70.4;厢车;华AU**07;17.5
103248;30;30;厢车;工Q2**BK;13
103254;180;120;敞车;周A7**11;17.5
103256;75;60;敞车;下AM**49;13
103259;150;50;敞车;秒E5**06;17.5
103262;75;32;高栏;工QZ**69;13
103263;86;60;高栏;西DQ**30;13
103264;60;53;高栏;月EM**05;9.6
103269;86;50;高栏;工PJ**87;13
103272;60;60;高栏;西DQ**60;13
103277;20;5;高栏;右A8**U0;4.2
103278;40;35;高栏;月D5**61;6.8
103281;200;135;敞车;周KH**11;17.5
103284;80;54;高栏;月C9**89;13
103285;60;54;高栏;月AG**67;9.6
103287;160;119.78;敞车;工DG**32;17.5
103292;160;156.77;敞车;周K3**65;17.5
103304;75;32;高栏;时J7**15;13
103305;75;32;高栏;时J5**18;13
103316;60;50;敞车;民M7**54;13
103318;60;54;高栏;周KG**10;9.6
103328;62;58.73;高栏;周KH**80;9.6
103332;60;58.464;高栏;工Q0**0R;9.6
103333;55;40;高栏;工M3**13;9.6
103338;180;120;敞车;周A7**15;17.5
103342;62;55;高栏;上ML**10;9.6
103345;36;22.4;高栏;和EJ**55;6.8
103346;128;29;敞车;民D3**11;17.5
103349;140;176.638;厢车;和DL**11;17.5
103350;150;50;敞车;周KE**00;17.5
103352;200;30;敞车;秒L3**59;17.5
103353;62;50.5;高栏;周B5**60;9.6
103354;60;20;高栏;周F2**90;9.6
103355;180;120;敞车;西E6**06;17.5
103359;120;100;敞车;人C2**77;17.5
103360;60;64;高栏;民M5**66;13
103364;40;35;高栏;周A8**37;6.8
103365;60;35;高栏;周A8**75;6.8
103367;86;55;高栏;时M5**66;13
103368;140;75;厢车;农AJ**20;17.5
103370;200;125;敞车;工C9**55;17.5
103372;62;34.3;高栏;上ML**62;9.6
103373;70;60;高栏;工J6**29;13
103375;60;54;高栏;和ED**65;9.6
103378;48;35;厢车;周AB**32;7.2
103380;75;32;高栏;上K8**48;13
103381;86;41;高栏;民M0**17;13
103382;70;32;敞车;工HS**82;13
103386;60;54;高栏;月BG**78;9.6
103390;180;120;敞车;周A7**15;17.5
103392;70;32;高栏;民A2**7X;13
103403;140;31;敞车;周S3**85;17.5
103415;161;147.749;厢车;华B5**74;17.5
103417;200;161.551;敞车;西A6**5V;17.5
103420;70;32;敞车;西BQ**26;13
103425;86;75;高栏;民M8**16;13
103428;60;54;高栏;周Q0**60;9.6
103429;70;32;高栏;下FL**60;13
103430;60;31;高栏;西DX**10;13
103432;86;30;高栏;西DQ**52;13
103433;80;34;高栏;秒DD**10;13
103437;60;60;厢车;月AL**19;9.6
103441;60;32;敞车;周M0**19;13
103451;62;54.8;高栏;月CA**06;9.6
103461;140;136.539;厢车;和ER**93;17.5
103462;55;40;高栏;工S3**91;9.6
103463;55;40;高栏;工RH**91;9.6
103465;40;35;高栏;月AP**63;6.8
103466;80;60;高栏;西A8**58;9.6
103468;120;100;高栏;工PG**52;13
103469;150;100;高栏;工HG**33;13
103474;120;100;高栏;工HC**01;13
103476;55;40;高栏;工E7**83;9.6
103484;3;35;;月AN**79;
103488;4;54;;周KM**69;
103490;200;176.62;敞车;时P3**33;17.5
103491;200;162.15;敞车;时P7**23;17.5
103492;220;187.52;高栏;北BE**07;17.5
103497;40;11;高栏;和DE**73;6.8
103498;40;35;高栏;周BN**77;6.8
103501;40;35;高栏;周C3**51;6.8
103502;32;35;敞车;月HW**26;13
103504;70;60;敞车;西B1**5E;13
103505;70;32;敞车;西BL**54;13
103508;75;32;高栏;秒CC**58;13
103512;60;57.359;高栏;周D7**08;9.6
103514;33;40;高栏;中D7**11;13
103515;100;35;高栏;上CB**78;13
103527;40;35;高栏;月E6**91;6.8
103534;70;60;高栏;西DZ**58;13
103535;40;35;高栏;月NC**21;6.8
103541;185;135;敞车;周KK**38;17.5
103546;150;100;敞车;右KA**97;17.5
103547;100;70;高栏;周L6**82;13
103550;140;133.28;厢车;华AN**70;17.5
103551;55;40;高栏;西JU**80;9.6
103554;15;140;;周C7**40;
103555;4;54;;月AP**91;
103562;40;35;高栏;月L6**13;6.8
103563;60;40;高栏;下FL**78;9.6
103578;50;30;高栏;西EF**11;13
103585;60;54;高栏;月D7**80;9.6
103587;70;32;高栏;右EB**45;13
103588;70;60;高栏;工H6**92;13
103593;60;61.207;高栏;周A2**05;9.6
103595;40;35;高栏;月AM**96;6.8
103604;180;35;敞车;西EP**59;17.5
103606;70;60;高栏;西DY**32;13
103609;180;35;敞车;西AB**17;17.5
103614;40;35;高栏;周KG**82;6.8
103616;86;70;高栏;工PH**37;13
103623;86;30;高栏;工PL**21;13
103626;3;35;;周NB**75;
103627;3;35;;月DL**60;
